2019-11-18 18:12:11,"b""RT @libertytarian: I don't know what to call the #MustangMachE \n\nIt's not a muscle car\nThey brag it's silent (as if losing one of the best\xe2\x80\xa6"""
2019-11-18 18:12:06,"b'RT @mtura712: The future is changing &amp; world going green Today @Ford will reveal all new electric @FordMustang inspired SUV ,  #MustangMach\xe2\x80\xa6'"
2019-11-18 18:12:05,b'Did Ford just make a muscle car into this bull #MustangMachE'
2019-11-18 18:11:58,b'RT @Ford: Introducing the newest member of the family \xe2\x80\x93 the all-new all-electric #MustangMachE. Be among the first to reserve.'
2019-11-18 18:11:54,b'RT @copterpilotla: The all new electric Ford the Tesla killer #MustangMachE #Ford #FordElectric #FordMachE https://t.co/xPYoLzSVxW'
2019-11-18 18:11:53,b'RT @Ford: Say hello to the all-new all-electric #MustangMachE. Tap to reserve yours now. \xf0\x9f\x91\x87'
2019-11-18 18:11:51,"b'RT @Ford: The moment you\xe2\x80\x99ve all been waiting for\xe2\x80\xa6 watch here as we reveal the all-new, all-electric #MustangMachE and be the first to reser\xe2\x80\xa6'"
2019-11-18 18:11:32,"b""RT @EENewsUpdates: Here's what the @Ford exec in charge of rolling out the #MustangMachE had to say about this 'aspirational' car with acce\xe2\x80\xa6"""
2019-11-18 18:11:31,"b'RT @MotorTrend: Ford has confirmed that its new electric crossover SUV will be a Mustang variant when it goes on sale in 2020, and it will\xe2\x80\xa6'"
2019-11-18 18:11:03,b'RT @Ford: Say hello to the all-new all-electric #MustangMachE. Tap to reserve yours now. \xf0\x9f\x91\x87'
2019-11-18 18:11:03,"b'RT @Ford: Zero gas. Zero emissions. 100% exhilaration.\n\nTap to be among the first to reserve the all-new, all-electric #MustangMachE.'"
2019-11-18 18:11:00,"b'RT @Ford: Zero gas. Zero emissions. 100% exhilaration.\n\nTap to be among the first to reserve the all-new, all-electric #MustangMachE.'"
2019-11-18 18:10:50,"b'RT @Ford: Zero gas. Zero emissions. 100% exhilaration.\n\nTap to be among the first to reserve the all-new, all-electric #MustangMachE.'"
2019-11-18 18:10:19,"b'RT @forduk: All-Electric Ford Mustang Mach-E, revealed 18/11.\n#MustangMachE https://t.co/q65DtlLX80'"
2019-11-18 18:10:16,b'RT @Ford: Say hello to the all-new all-electric #MustangMachE. Tap to reserve yours now. \xf0\x9f\x91\x87'
2019-11-18 18:10:14,"b""@TheSmokingTire I like Lincoln Mark-E. I don't object to @Ford making an electric Mustang, but c'mon, calling the\xe2\x80\xa6 https://t.co/Af6rI0ZHdH"""
2019-11-18 18:10:07,"b'RT @Ford: Did you hear that? The #MustangMachE is all-new, it\xe2\x80\x99s all-electric, and you can reserve yours today. Tap below.'"
2019-11-18 18:10:06,"b'RT @FixedMs: MY GAMES ARE GUARANTEED WITH NO CHANCE OF LOOSING,THIS ARE SOME SUBSCRIBERS BET9JA ACCOUNTS. CALL OR WHATSAPP ME ON +234805817\xe2\x80\xa6'"
2019-11-18 18:10:01,"b'""I\xe2\x80\x99m OK with a coupe roofline on a sedan. I\xe2\x80\x99m OK with an electric pony car. I\xe2\x80\x99m even OK with crossovers if they\'re\xe2\x80\xa6 https://t.co/o62YjO8pqG'"
2019-11-18 18:09:57,b'RT @Ford: A new pony has been added to the stable - Introducing the all-new all-electric #MustangMachE. Tap to reserve yours now. \xf0\x9f\x91\x87'
2019-11-18 18:09:49,b'RT @B_Energized: The all-new 2021 FORD MUSTANG MACH E \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d #MustangMachE https://t.co/R9OQp7QBEf'
2019-11-18 18:09:48,b'RT @Ford: Introducing the newest member of the family \xe2\x80\x93 the all-new all-electric #MustangMachE. Be among the first to reserve.'
2019-11-18 18:09:41,b'RT @copterpilotla: The all new electric Ford the Tesla killer #MustangMachE #Ford #FordElectric #FordMachE https://t.co/xPYoLzSVxW'
2019-11-18 18:09:31,b'As a classic Ford Mustang driver (88 5.0 ) that new #MustangMachE is a disgrace to the legacy of America Muscle cars !'
2019-11-18 18:09:31,"b'RT @forduk: All-Electric Ford Mustang Mach-E, revealed 18/11.\n#MustangMachE https://t.co/q65DtlLX80'"
2019-11-18 18:09:16,b'RT @NicoCashen: Tesla and Ford owners right now. \n#MustangMachE \n#MachE https://t.co/PqlA6q6bvm'
2019-11-18 18:09:07,"b'RT @edmunds: Calling a @Ford electric SUV a Mustang will no doubt provoke \xe2\x80\x98mixed feelings\xe2\x80\x99 on this website, but the #MustangMachE is stylis\xe2\x80\xa6'"
2019-11-18 18:09:01,"b'RT @forduk: @Gustoon It\xe2\x80\x99s here at last! We\xe2\x80\x99re thrilled to reveal the all-new, all-electric Ford Mustang Mach-E. Watch it here: https://t.co\xe2\x80\xa6'"
2019-11-18 18:09:00,b'RT @Ford: Introducing the newest member of the family \xe2\x80\x93 the all-new all-electric #MustangMachE. Be among the first to reserve.'
2019-11-18 18:08:55,"b'RT @edmunds: And inside there\xe2\x80\x99s the speedometer right where you want it, too, in line of sight \xe2\x80\x93\xe2\x80\x93 Tesla, take note. #MustangMachE https://t\xe2\x80\xa6'"
2019-11-18 18:08:47,b'RT @therealautoblog: Here are all the 2021 Ford #MustangMachE paint and interior colors: https://t.co/6pO4WXfUZO https://t.co/QqYyxwDk1T'
2019-11-18 18:08:39,b'RT @mrlevine: I gotta get me one of these. Mustang Mach-E GT Performance! Bam!! \xf0\x9f\x92\xa5\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x92\x99\xf0\x9f\x90\x8e  #MustangMachE https://t.co/spt10lwCWO'
2019-11-18 18:08:38,b'RT @ESPNMcGee: I love that Ford is jumping into the performance electric vehicle arena with #MustangMachE and I like this vehicle...but how\xe2\x80\xa6'
2019-11-18 18:08:32,"b'RT @edmunds: During our exclusive preview of the all-new @Ford Mustang Mach-E, two stylistic choices stood out: the immediately-identifiabl\xe2\x80\xa6'"
2019-11-18 18:08:30,"b'RT @edmunds: Calling a @Ford electric SUV a Mustang will no doubt provoke \xe2\x80\x98mixed feelings\xe2\x80\x99 on this website, but the #MustangMachE is stylis\xe2\x80\xa6'"
2019-11-18 18:08:21,b'#MustangMachE is basically another Eclipse Cross.'
2019-11-18 18:08:18,"b'RT @forduk: The all-new, all-electric Ford #MustangMachE, revealed live in Los Angeles \xe2\x9a\xa1\xef\xb8\x8fPre-order today: https://t.co/1XoszXKA5g\n\nNorth Am\xe2\x80\xa6'"
2019-11-18 18:08:16,b'RT @Ford: Say hello to the all-new all-electric #MustangMachE. Tap to reserve yours now. \xf0\x9f\x91\x87'
2019-11-18 18:08:03,b'RT @OfficialJoelF: #BREAKING: Ford has officially revealed its #MustangMachE electric SUV. It has an up to 300-mile range. https://t.co/Ptc\xe2\x80\xa6'
2019-11-18 18:08:02,"b'MY GAMES ARE GUARANTEED WITH NO CHANCE OF LOOSING,THIS ARE SOME SUBSCRIBERS BET9JA ACCOUNTS. CALL OR WHATSAPP ME ON\xe2\x80\xa6 https://t.co/TRsDChklFd'"
2019-11-18 18:07:57,"b""RT @CeresNews: Ford's new #MustangMachE shows they're getting serious about #electricvehicles, part of an encouraging expansion of #EV mode\xe2\x80\xa6"""
2019-11-18 18:07:26,b'Will the public accept an electric Mustang that\xe2\x80\x99s an SUV to boot? Ford thinks so. #MustangMachE \xe2\x81\xa6@AutomotiveWoman\xe2\x81\xa9\xe2\x80\xa6 https://t.co/S2QuBwTnyn'
2019-11-18 18:07:25,b'RT @idriselba: Here it is. So proud to tell the world about this gorgeous machine -powerful and just a lovely piece of work. \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe The all-ele\xe2\x80\xa6'
2019-11-18 18:07:25,b'RT @OfficialJoelF: #BREAKING: Ford has officially revealed its #MustangMachE electric SUV. It has an up to 300-mile range. https://t.co/Ptc\xe2\x80\xa6'
2019-11-18 18:07:11,b'RT @Ford: Introducing the newest member of the family \xe2\x80\x93 the all-new all-electric #MustangMachE. Be among the first to reserve.'
2019-11-18 18:07:08,"b'RT @BillyTucci: How to ruin a legend in 3,2,1... #MustangMachE https://t.co/SO1coy2Cq5'"
2019-11-18 18:07:08,"b'Curiously to hear what my Dad has to say about the new #MustangMachE.  \nThis was his other ""baby""\xf0\x9f\x92\x99. The one he was\xe2\x80\xa6 https://t.co/4SojjLSnor'"
2019-11-18 18:07:02,"b'RT @Ford: Zero gas. Zero emissions. 100% exhilaration.\n\nTap to be among the first to reserve the all-new, all-electric #MustangMachE.'"
2019-11-18 18:06:58,b'RT @idriselba: Here it is. So proud to tell the world about this gorgeous machine -powerful and just a lovely piece of work. \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe The all-ele\xe2\x80\xa6'
2019-11-18 18:06:40,b'RT @Ford: The newest member of the Mustang family is here. It\xe2\x80\x99s all-electric and holds nothing back. Meet the all-new #MustangMachE.'
2019-11-18 18:06:35,"b'This SUV Mustang is Horrable Design To Undo What Mustang is about!! It devalue the Muscle, Strong, Iconic we know m\xe2\x80\xa6 https://t.co/DSPXx3Hv2B'"
2019-11-18 18:06:29,b'RT @Ford: A new pony has been added to the stable - Introducing the all-new all-electric #MustangMachE. Tap to reserve yours now. \xf0\x9f\x91\x87'
2019-11-18 18:06:15,b'Stay lit!! #FreeKodak #MondayMorning #MustangMachE #EDCOrlando https://t.co/34KURaDg66'
2019-11-18 18:06:00,b'RT @AutoTrendMag: #Ford #MustangMachE  Electric SUV | AWD with upto 300 miles of range !!  #Mustang #MachE #FordMustang #MustangEV #Mustang\xe2\x80\xa6'
2019-11-18 18:05:59,b'RT @Ford: A new pony has been added to the stable - Introducing the all-new all-electric #MustangMachE. Tap to reserve yours now. \xf0\x9f\x91\x87'
2019-11-18 18:05:54,"b""RT @JackPhan: 'Mustang' EV? You have my attention. @Ford just announced an electric crossover that will make up to 459hp, produce 612 lb-ft\xe2\x80\xa6"""
2019-11-18 18:05:53,b'@alex_avoigt This means #MustangMachE by @Ford will be already based on elements of @VWGroup_DE\xe2\x80\x98s #MEB EV platform?'
2019-11-18 18:05:45,"b'RT @Ford: Zero gas. Zero emissions. 100% exhilaration.\n\nTap to be among the first to reserve the all-new, all-electric #MustangMachE.'"
2019-11-18 18:05:27,b'RT @Ford: Say hello to the all-new all-electric #MustangMachE. Tap to reserve yours now. \xf0\x9f\x91\x87'
2019-11-18 18:05:27,"b'RT @sokane1: Ford announces the all electric #MustangMachE, starting at $43,895, with options up to up to 300 miles of range https://t.co/s\xe2\x80\xa6'"
2019-11-18 18:05:25,b'RT @mrlevine: Reservation Secured! First Edition in Grabber Blue. #MustangMachE https://t.co/D7bUsZCuxl'
2019-11-18 18:05:20,b'I love that Ford is jumping into the performance electric vehicle arena with #MustangMachE and I like this vehicle.\xe2\x80\xa6 https://t.co/S7NHo90KrG'
2019-11-18 18:05:14,b'RT @therealautoblog: Why the Ford #MustangMachE GT looks different from the regular Mach-E: https://t.co/adwHdLFvG3 https://t.co/7tegcrujIB'
2019-11-18 18:05:13,b'RT @Ford: Say hello to the all-new all-electric #MustangMachE. Tap to reserve yours now. \xf0\x9f\x91\x87'
2019-11-18 18:05:11,"b'RT @Ford: The #MustangMachE is all-new, it\xe2\x80\x99s all-electric, and you can reserve yours today by tapping below. \xf0\x9f\x91\x87'"
2019-11-18 18:05:11,b'RT @OfficialJoelF: #BREAKING: Ford has officially revealed its #MustangMachE electric SUV. It has an up to 300-mile range. https://t.co/Ptc\xe2\x80\xa6'
2019-11-18 18:05:08,"b""RT @CRAdvocacy: Ford's first all-electric SUV #MustangMachE will go from 230 miles to &gt; 300 miles per charge depending on how it\xe2\x80\x99s equipped\xe2\x80\xa6"""
2019-11-18 18:05:03,b'RT @OfficialJoelF: #BREAKING: Ford has officially revealed its #MustangMachE electric SUV. It has an up to 300-mile range. https://t.co/Ptc\xe2\x80\xa6'
2019-11-18 18:05:03,b'Ford unveils all-electric car - the #MustangMachE #Car! https://t.co/rnT8QlIXc1'
2019-11-18 18:05:02,"b""RT @TheStreet: #MustangMachE, who? Here's the one major advantage Tesla $TSLA has over Ford $F: https://t.co/tPVMa1m9Tv https://t.co/Fw7fbI\xe2\x80\xa6"""
2019-11-18 18:05:00,"b""Now on the Scott Thompson Show with @rickzamperin Ford has unveiled its first all-electric SUV... and it's a\xe2\x80\xa6 https://t.co/pMzNgfsYT3"""
2019-11-18 18:04:49,"b'RT @Ford: Zero gas. Zero emissions. 100% exhilaration.\n\nTap to be among the first to reserve the all-new, all-electric #MustangMachE.'"
2019-11-18 18:04:47,"b'RT @forduk: All-Electric Ford Mustang Mach-E, revealed 18/11.\n#MustangMachE https://t.co/q65DtlLX80'"
2019-11-18 18:04:42,b'RT @evmanuk: More instagram posing with Sophia! I think I\xe2\x80\x99m getting the hang of it! #MustangMachE https://t.co/xZlbODJIiH'
2019-11-18 18:04:37,"b""US fed and China has it's only liquidity tokens, they are called FIAT. Don't be fooled. Invest in a #MustangMachE\ni\xe2\x80\xa6 https://t.co/zLc33YCVgu"""
2019-11-18 18:04:30,b'RT @idriselba: Here it is. So proud to tell the world about this gorgeous machine -powerful and just a lovely piece of work. \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe The all-ele\xe2\x80\xa6'
2019-11-18 18:04:28,"b""I've personally owned 2 cars over 25 years. Both Mustangs. '87 GT and '07 6 cylinder. People are shitting on\xe2\x80\xa6 https://t.co/TOwT5ppTYk"""
2019-11-18 18:04:28,b'Bug Fix\n#Fiverr #Website #webdesign #web #ChowkidarBaggaChorHai #ChromeDevSummit #Christmas2019 #Christian\xe2\x80\xa6 https://t.co/KIpmmH8L65'
2019-11-18 18:04:27,"b'RT @Ford: Zero gas. Zero emissions. 100% exhilaration.\n\nTap to be among the first to reserve the all-new, all-electric #MustangMachE.'"
2019-11-18 18:04:18,b'RT @crynalin: @Ford #M\xcc\xb6u\xcc\xb6s\xcc\xb6t\xcc\xb6a\xcc\xb6n\xcc\xb6g\xcc\xb6MachE. There you go. Fixed it. You\xe2\x80\x99re welcome. #NotAMustang'
2019-11-18 18:04:16,"b'RT @Ford: Zero gas. Zero emissions. 100% exhilaration.\n\nTap to be among the first to reserve the all-new, all-electric #MustangMachE.'"
2019-11-18 18:04:04,b'RT @therealautoblog: Here are all the 2021 Ford #MustangMachE paint and interior colors: https://t.co/6pO4WXfUZO https://t.co/QqYyxwDk1T'
2019-11-18 18:03:48,b'Blog Website\n#Fiverr #Website #webdesign #web #ChowkidarBaggaChorHai #ChromeDevSummit #Christmas2019 #Christian\xe2\x80\xa6 https://t.co/syLmnSdxwA'
2019-11-18 18:03:42,"b""#MustangMachE 300 miles per charge. Wouldn't it be epic if they could put a solar panel on the roof. Always charging forward. #Ford"""
2019-11-18 18:03:35,"b'RT @Ford: Zero gas. Zero emissions. 100% exhilaration.\n\nTap to be among the first to reserve the all-new, all-electric #MustangMachE.'"
2019-11-18 18:03:32,b'Portfolio website\n#Fiverr #Website #webdesign #web #ChowkidarBaggaChorHai #ChromeDevSummit #Christmas2019\xe2\x80\xa6 https://t.co/GqPS7xKLGd'
2019-11-18 18:03:27,b'RT @Ford: Introducing the newest member of the family \xe2\x80\x93 the all-new all-electric #MustangMachE. Be among the first to reserve.'
2019-11-18 18:03:23,b'Ford Shows Off Mustang-Inspired Electric SUV #MachE #FordMustangMachE #MustangMachE #FordMachE https://t.co/gSQW0c7pZ9'
2019-11-18 18:03:13,b'RT @OfficialJoelF: #BREAKING: Ford has officially revealed its #MustangMachE electric SUV. It has an up to 300-mile range. https://t.co/Ptc\xe2\x80\xa6'
2019-11-18 18:03:05,b'RT @mrlevine: I gotta get me one of these. Mustang Mach-E GT Performance! Bam!! \xf0\x9f\x92\xa5\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x92\x99\xf0\x9f\x90\x8e  #MustangMachE https://t.co/spt10lwCWO'
2019-11-18 18:02:58,"b'RT @FordCanada: Introducing the newest member of the family. The all-new, all-electric #MustangMachE. Request to reserve yours now.'"
2019-11-18 18:02:37,b'RT @Autoline: We\xe2\x80\x99ve got a great background story on how @Ford developed the #MustangMachE. Learn about it on today\xe2\x80\x99s Autoline Daily: https:\xe2\x80\xa6'
2019-11-18 18:02:33,b'#MustangMachE looks sick not gonna lie'
2019-11-18 18:02:30,b'RT @Ford: The newest member of the Mustang family is here. It\xe2\x80\x99s all-electric and holds nothing back. Meet the all-new #MustangMachE.'
2019-11-18 18:02:18,"b'#MustangMachE is Made in Mexico- too bad &amp; kind of ironic that @Ford, America\xe2\x80\x99s pioneer in automobiles didn\xe2\x80\x99t use A\xe2\x80\xa6 https://t.co/dXSdR3JH91'"
2019-11-18 18:01:59,b'RT @therealautoblog: Here are all the 2021 Ford #MustangMachE paint and interior colors: https://t.co/6pO4WXfUZO https://t.co/QqYyxwDk1T'
2019-11-18 18:01:47,b'Wtf @Ford?! The #MustangMachE?! \n\nDid you seriously just disrespect the history of the #Ford #Mustang by shamelessl\xe2\x80\xa6 https://t.co/afRAO9Bhg4'
2019-11-18 18:01:38,b'RT @mrlevine: I gotta get me one of these. Mustang Mach-E GT Performance! Bam!! \xf0\x9f\x92\xa5\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x92\x99\xf0\x9f\x90\x8e  #MustangMachE https://t.co/spt10lwCWO'
2019-11-18 18:01:25,"b'RT @forduk: The all-new, all-electric Ford #MustangMachE, revealed live in Los Angeles \xe2\x9a\xa1\xef\xb8\x8fPre-order today: https://t.co/1XoszXKA5g\n\nNorth Am\xe2\x80\xa6'"
2019-11-18 18:01:22,"b'RT @jriswick: Before anyone shits too badly on the #MustangMachE before fully seeing it or driving it, I would like to remind everyone that\xe2\x80\xa6'"
2019-11-18 18:01:19,"b'RT @forduk: The all-new, all-electric Ford #MustangMachE, revealed live in Los Angeles \xe2\x9a\xa1\xef\xb8\x8fPre-order today: https://t.co/1XoszXKA5g\n\nNorth Am\xe2\x80\xa6'"
2019-11-18 18:01:14,"b'RT @forduk: The all-new, all-electric Ford #MustangMachE, revealed live in Los Angeles \xe2\x9a\xa1\xef\xb8\x8fPre-order today: https://t.co/1XoszXKA5g\n\nNorth Am\xe2\x80\xa6'"
2019-11-18 18:01:11,"b'RT @KevPCarr: Bad decision to call this thing a Mustang. @Ford should have simply called this thing the Mach E. In my estimation, this dilu\xe2\x80\xa6'"
2019-11-18 18:01:05,b'RT @AnnoyaCerda: Soooooo when you add a\nHyundai Veloster + a Mustang + a Tesla Model X\nyou get a #MustangMachE https://t.co/biyq37jm53'
2019-11-18 18:01:05,"b'RT @Ford: Zero gas. Zero emissions. 100% exhilaration.\n\nTap to be among the first to reserve the all-new, all-electric #MustangMachE.'"
2019-11-18 18:01:03,b'RT @Ford: The newest member of the Mustang family is here. It\xe2\x80\x99s all-electric and holds nothing back. Meet the all-new #MustangMachE.'
2019-11-18 18:00:55,"b'RT @Ford: Zero gas. Zero emissions. 100% exhilaration.\n\nTap to be among the first to reserve the all-new, all-electric #MustangMachE.'"
2019-11-18 18:00:54,b'RT @therealautoblog: Here are all the 2021 Ford #MustangMachE paint and interior colors: https://t.co/6pO4WXfUZO https://t.co/QqYyxwDk1T'
2019-11-18 18:00:45,"b'RT @forduk: All-Electric Ford Mustang Mach-E, revealed 18/11.\n#MustangMachE https://t.co/q65DtlLX80'"
2019-11-18 18:00:45,b'RT @copterpilotla: The all new electric Ford the Tesla killer #MustangMachE #Ford #FordElectric #FordMachE https://t.co/xPYoLzSVxW'
2019-11-18 18:00:31,b'Electric Ford Mustang???\nGet on our level. \xf0\x9f\x98\x8e\xf0\x9f\x98\x89\xf0\x9f\x98\x82\n\n#Traxxas #MustangMachE\n#FastestNameInRadioControl\n#TraxxasFanPhoto\xe2\x80\xa6 https://t.co/Ft06scQYSv'
2019-11-18 18:00:31,"b'The new @Ford Mustang Mach E is here, with its high-end trim level aiming for 300 miles of range. \n\n#evs\xe2\x80\xa6 https://t.co/ZcpzNuNRY5'"
2019-11-18 18:00:30,"b""Real talk the new #MustangMachE is unbelievably great looking. I think the Mustang faithful may have a harder stance. But it's \xf0\x9f\xa4\xaf."""
2019-11-18 18:00:26,b'RT @DDiggs76: @NathanAdlen when is @TFLcar getting one? The @Ford #MustangMachE not the movie star https://t.co/a7MqsJ1LiG'
2019-11-18 18:00:24,b'RT @Ford: Say hello to the all-new all-electric #MustangMachE. Tap to reserve yours now. \xf0\x9f\x91\x87'
2019-11-18 18:00:24,b'Ford Mustang Mach-E\n#MustangMachE\nhttps://t.co/3CdZ3gQB5U https://t.co/vixhVfHM2l'
2019-11-18 18:00:23,b'RT @Ford: The newest member of the Mustang family is here. It\xe2\x80\x99s all-electric and holds nothing back. Meet the all-new #MustangMachE.'
2019-11-18 18:00:21,b'RT @Ford: Introducing the newest member of the family \xe2\x80\x93 the all-new all-electric #MustangMachE. Be among the first to reserve.'
2019-11-18 18:00:19,"b""I\xe2\x80\x99m in love!!! Talk about a sexy beast! #MustangMachE  \n#SexiestCar #DreamCar\n\n2021 Ford Mustang Mach E: Ford's ele\xe2\x80\xa6 https://t.co/rhq8ymlnDu"""
2019-11-18 18:00:17,b'RT @jasonChampton: I\xe2\x80\x99m in love. @FordCanada #MustangMachE https://t.co/7jnSDwDOUl'
2019-11-18 18:00:14,b'RT @scottbox: Loving the new  #MustangMachE https://t.co/8ahzvC2zBc'
2019-11-18 18:00:12,"b'RT @KevPCarr: Bad decision to call this thing a Mustang. @Ford should have simply called this thing the Mach E. In my estimation, this dilu\xe2\x80\xa6'"
2019-11-18 18:00:10,b'The Mustang Mach-E was revealed today!\n\n#TheCarGirls #MustangMachE #ElectricVehicles https://t.co/duMHoUEul5'
2019-11-18 18:00:03,b'RT @Ford: A new pony has been added to the stable - Introducing the all-new all-electric #MustangMachE. Tap to reserve yours now. \xf0\x9f\x91\x87'
2019-11-18 18:00:03,b'So. #MustangMachE The knob on the screen- is that stuck on? How does it connect to the HMI? The GUI is developed in\xe2\x80\xa6 https://t.co/seUUwfv69P'
2019-11-18 18:00:01,"b""Ford's first all-electric SUV #MustangMachE will go from 230 miles to &gt; 300 miles per charge depending on how it\xe2\x80\x99s\xe2\x80\xa6 https://t.co/6AIYKltkoc"""
